president,term,start_date,end_date,approving,disapproving,unsure_no_data,democrats_approving,independents_approving,republicans_approving,poll_source,source_url
William J. Clinton,1st term,09/25/1997,09/28/1997,58,33,9,86,57,29,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,09/06/1997,09/07/1997,61,28,11,82,58,35,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,08/22/1997,08/25/1997,60,34,6,84,56,31,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,08/12/1997,08/13/1997,61,32,7,82,58,37,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,07/25/1997,07/27/1997,58,34,8,86,57,27,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,06/26/1997,06/29/1997,55,36,9,87,48,23,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,05/30/1997,06/01/1997,57,35,8,82,54,29,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,05/06/1997,05/07/1997,57,35,8,84,54,28,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,04/18/1997,04/20/1997,54,37,9,82,52,26,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,03/24/1997,03/26/1997,59,35,6,86,51,35,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,02/24/1997,02/26/1997,57,33,10,85,54,29,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,01/30/1997,02/02/1997,60,31,9,84,63,27,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,01/10/1997,01/13/1997,62,31,7,89,57,31,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,01/03/1997,01/05/1997,58,35,7,85,55,32,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,12/09/1996,12/11/1996,58,34,8,91,51,26,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,11/21/1996,11/24/1996,58,35,7,87,58,20,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,10/26/1996,10/29/1996,54,36,10,86,46,19,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,10/02/1996,10/03/1996,57,36,7,86,55,26,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,10/01/1996,10/02/1996,58,34,8,86,55,24,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,09/07/1996,09/09/1996,60,31,9,91,59,23,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,08/30/1996,09/01/1996,60,33,7,87,58,27,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,08/23/1996,08/25/1996,53,39,8,85,49,18,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,08/16/1996,08/18/1996,52,39,9,85,49,19,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,08/05/1996,08/07/1996,57,36,7,86,52,26,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,07/25/1996,07/28/1996,58,35,7,88,57,25,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,07/18/1996,07/21/1996,57,35,8,84,56,29,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,06/27/1996,06/30/1996,52,42,6,76,50,26,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,06/18/1996,06/19/1996,58,37,5,88,55,23,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,05/28/1996,05/29/1996,53,38,9,87,52,21,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,05/09/1996,05/12/1996,55,39,6,85,46,25,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,04/25/1996,04/28/1996,56,37,7,84,56,24,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,04/09/1996,04/10/1996,54,40,6,86,50,21,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,03/15/1996,03/17/1996,52,39,9,79,55,23,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,03/08/1996,03/10/1996,54,37,9,83,54,21,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,02/23/1996,02/25/1996,53,40,7,81,60,17,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,01/26/1996,01/29/1996,52,42,6,83,49,24,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,01/12/1996,01/15/1996,46,47,7,82,43,15,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,01/05/1996,01/07/1996,42,49,9,72,39,17,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,12/15/1995,12/18/1995,51,44,5,81,51,18,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,11/17/1995,11/18/1995,53,38,9,78,52,22,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,11/06/1995,11/08/1995,52,41,7,78,46,28,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,10/19/1995,10/22/1995,49,40,11,77,48,22,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,10/05/1995,10/07/1995,46,42,12,79,42,18,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,09/22/1995,09/24/1995,48,44,8,74,44,22,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,09/14/1995,09/17/1995,44,44,12,78,41,21,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,08/28/1995,08/30/1995,46,43,11,74,47,17,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,08/11/1995,08/14/1995,46,44,10,75,41,22,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,08/04/1995,08/07/1995,46,42,12,76,43,23,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,07/20/1995,07/23/1995,46,44,10,77,47,23,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,07/07/1995,07/09/1995,48,42,10,75,45,21,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,06/05/1995,06/06/1995,47,42,11,78,52,21,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,05/11/1995,05/14/1995,51,42,7,77,56,20,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,04/21/1995,04/24/1995,51,39,10,77,42,16,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,04/17/1995,04/19/1995,46,45,9,76,47,18,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,04/05/1995,04/06/1995,47,45,8,73,43,18,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,03/27/1995,03/29/1995,44,47,9,79,47,17,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,03/17/1995,03/19/1995,46,45,9,72,39,21,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,02/24/1995,02/26/1995,42,48,10,78,50,21,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,02/03/1995,02/05/1995,49,44,7,74,44,22,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,01/16/1995,01/18/1995,47,45,8,66,41,19,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,12/28/1994,12/30/1994,40,52,8,75,44,16,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,12/16/1994,12/18/1994,42,53,5,71,41,16,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,12/02/1994,12/05/1994,42,50,8,72,48,21,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,11/28/1994,11/29/1994,43,49,8,74,44,16,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,11/02/1994,11/06/1994,46,46,8,75,44,14,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,10/22/1994,10/25/1994,48,46,6,75,46,17,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,10/18/1994,10/19/1994,41,52,7,68,40,12,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,10/07/1994,10/09/1994,42,52,6,69,43,16,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,09/23/1994,09/25/1994,43,51,6,76,40,17,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,09/16/1994,09/18/1994,42,50,8,72,44,13,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,09/06/1994,09/07/1994,39,54,7,66,37,14,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,08/15/1994,08/16/1994,39,52,9,69,37,13,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,08/08/1994,08/09/1994,43,48,9,69,41,17,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,07/15/1994,07/17/1994,42,49,9,73,41,15,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,07/01/1994,07/03/1994,43,48,9,67,38,18,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,06/25/1994,06/28/1994,44,47,9,70,36,22,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,06/11/1994,06/12/1994,49,44,7,72,47,23,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,06/03/1994,06/06/1994,46,47,7,74,42,17,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,05/20/1994,05/22/1994,51,42,7,75,49,26,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,04/22/1994,04/24/1994,48,44,8,74,43,24,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,04/16/1994,04/18/1994,51,41,8,74,51,26,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,03/28/1994,03/30/1994,51,42,7,76,49,26,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,03/25/1994,03/27/1994,52,41,7,80,49,25,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,03/11/1994,03/13/1994,50,41,9,75,50,19,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,03/07/1994,03/08/1994,50,42,8,81,45,22,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,02/26/1994,02/28/1994,53,41,6,77,55,28,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,01/28/1994,01/30/1994,58,35,7,80,58,29,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,01/15/1994,01/17/1994,54,38,8,79,50,25,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,01/06/1994,01/08/1994,54,38,8,78,55,28,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,12/17/1993,12/19/1993,54,40,6,79,49,29,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,12/04/1993,12/06/1993,52,38,10,76,53,24,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,11/19/1993,11/21/1993,48,43,9,78,44,23,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,11/15/1993,11/16/1993,50,43,7,77,47,23,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,11/02/1993,11/04/1993,48,45,7,74,42,19,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,10/28/1993,10/30/1993,48,45,7,74,45,21,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,10/13/1993,10/18/1993,47,44,9,77,42,21,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,10/08/1993,10/10/1993,50,42,8,73,49,26,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,09/24/1993,09/26/1993,56,36,8,81,52,29,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,09/13/1993,09/15/1993,46,43,11,71,45,21,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,09/10/1993,09/12/1993,47,42,11,75,43,16,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,08/23/1993,08/25/1993,44,47,9,70,42,20,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,08/08/1993,08/10/1993,44,48,8,73,37,14,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,07/19/1993,07/21/1993,41,49,10,67,34,22,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,07/09/1993,07/11/1993,45,48,7,77,41,19,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,06/29/1993,06/30/1993,46,47,7,74,39,23,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,06/18/1993,06/21/1993,39,50,11,65,31,15,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,06/05/1993,06/06/1993,37,49,14,63,28,18,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,05/21/1993,05/23/1993,44,46,10,69,39,20,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,05/10/1993,05/12/1993,45,44,11,71,42,22,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,04/22/1993,04/24/1993,55,37,8,82,53,25,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,03/29/1993,03/31/1993,52,37,11,80,47,23,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,03/12/1993,03/14/1993,53,34,13,80,49,27,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,02/26/1993,02/28/1993,59,29,12,84,55,33,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,02/12/1993,02/14/1993,51,34,15,74,49,24,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,01/29/1993,01/31/1993,54,30,16,73,51,29,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
William J. Clinton,1st term,01/24/1993,01/26/1993,58,20,22,79,54,33,,https://www.presidency.ucsb.edu/statistics/data/william-j-clinton-public-approval
George Bush,1st term,1/8/1993,1/11/1993,56,37,,33,51,86,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,12/18/1992,12/20/1992,49,41,,24,47,83,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,12/4/1992,12/6/1992,49,47,,26,40,88,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,11/20/1992,11/22/1992,43,46,,19,38,77,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,10/13/1992,10/15/1992,34,56,,13,32,64,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,10/1/1992,10/3/1992,33,58,,9,38,69,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,9/17/1992,9/20/1992,36,54,,15,29,69,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,9/11/1992,9/15/1992,39,55,,15,34,74,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,8/31/1992,9/2/1992,39,54,,14,37,79,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,8/21/1992,8/22/1992,40,54,,12,36,78,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,8/10/1992,8/12/1992,35,58,,10,36,72,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,7/31/1992,8/2/1992,29,60,,12,27,57,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,7/24/1992,7/26/1992,32,59,,12,27,64,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,6/26/1992,6/30/1992,38,55,,16,35,67,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,6/12/1992,6/14/1992,37,55,,20,30,70,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,6/4/1992,6/7/1992,37,56,,16,28,64,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,5/18/1992,5/20/1992,41,52,,23,37,66,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,5/7/1992,5/10/1992,40,53,,23,34,70,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,4/20/1992,4/22/1992,42,48,,14,37,70,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,4/9/1992,4/12/1992,39,54,,17,34,74,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,3/26/1992,3/29/1992,42,51,,18,38,68,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,3/20/1992,3/22/1992,41,49,,20,36,70,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,3/11/1992,3/12/1992,41,47,,17,41,67,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,2/28/1992,3/1/1992,41,53,,16,39,71,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,2/19/1992,2/20/1992,39,47,,17,35,63,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,2/6/1992,2/9/1992,44,48,,18,40,72,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,1/31/1992,2/2/1992,47,48,,18,45,75,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,1/16/1992,1/19/1992,46,48,,28,38,72,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,1/3/1992,1/6/1992,46,47,,20,43,79,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,12/12/1991,12/15/1991,50,41,,29,47,73,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,12/5/1991,12/8/1991,52,42,,30,46,75,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,11/21/1991,11/24/1991,52,39,,32,50,75,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,11/14/1991,11/17/1991,56,36,,33,56,78,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,11/7/1991,11/10/1991,56,36,,32,55,81,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,10/31/1991,11/3/1991,59,33,,37,54,89,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,10/24/1991,10/27/1991,62,29,,42,64,85,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,10/17/1991,10/20/1991,66,26,,50,61,87,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,10/10/1991,10/13/1991,66,28,,43,66,87,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,10/3/1991,10/6/1991,65,27,,45,65,86,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,9/26/1991,9/29/1991,66,25,,47,66,89,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,9/13/1991,9/15/1991,68,22,,48,67,91,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,9/5/1991,9/8/1991,70,21,,47,71,91,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,8/29/1991,9/3/1991,69,22,,56,63,89,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,8/23/1991,8/25/1991,74,19,,58,71,90,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,8/8/1991,8/11/1991,71,22,,49,68,93,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,7/25/1991,7/28/1991,71,21,,61,66,87,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,7/18/1991,7/21/1991,70,21,,52,65,89,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,7/11/1991,7/14/1991,72,21,,56,68,91,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,6/27/1991,6/30/1991,72,23,,53,72,90,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,6/13/1991,6/16/1991,71,19,,49,72,91,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,5/30/1991,6/2/1991,74,17,,58,72,91,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,5/23/1991,5/26/1991,76,16,,62,75,94,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,5/16/1991,5/19/1991,77,15,,68,72,92,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,5/2/1991,5/5/1991,74,19,,59,72,94,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,4/25/1991,4/28/1991,76,15,,63,73,93,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,4/11/1991,4/14/1991,77,13,,70,73,91,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,4/4/1991,4/6/1991,83,12,,69,77,93,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,3/28/1991,3/30/1991,82,11,,68,81,94,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,3/21/1991,3/24/1991,84,10,,74,82,95,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,3/14/1991,3/17/1991,86,9,,78,83,97,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,3/7/1991,3/10/1991,87,8,,80,83,96,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,2/28/1991,3/3/1991,89,8,,82,88,97,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,2/21/1991,2/24/1991,80,13,,72,79,92,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,2/14/1991,2/17/1991,80,14,,70,79,93,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,2/7/1991,2/10/1991,79,18,,70,72,93,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,1/30/1991,2/2/1991,82,15,,74,77,95,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,1/23/1991,1/26/1991,83,13,,77,78,95,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,1/19/1991,1/22/1991,80,14,,69,76,95,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,1/17/1991,1/20/1991,82,12,,74,82,93,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,1/11/1991,1/13/1991,64,25,,53,62,82,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,1/3/1991,1/6/1991,58,31,,42,55,81,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,12/13/1990,12/16/1990,63,30,,48,58,84,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,12/6/1990,12/9/1990,58,33,,45,54,80,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,11/29/1990,12/2/1990,61,29,,42,57,81,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,11/15/1990,11/18/1990,54,33,,42,49,76,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,11/8/1990,11/11/1990,58,34,,45,57,78,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,11/1/1990,11/4/1990,58,32,,37,61,81,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,10/25/1990,10/28/1990,54,36,,36,54,76,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
George Bush,1st term,10/18/1990,10/21/1990,53,37,,36,53,70,,https://www.presidency.ucsb.edu/statistics/data/george-bush-public-approval
